session_id,phase,label,request_count,iat_mean_ms,iat_cv,iat_bowley_skewness,iat_mad_ms,requests_per_hour,payload_size_mean,payload_size_std,http_post_ratio,url_path_entropy,request_burst_count
d56qe8tlbmju1frcr1t6l1flja,2,0,1208,917.9785,0.333136,0.0,0.0,3924.9097,501.452,471.9684,0.959437,3.959358,363
ikchggsmhgkjur8n2t4f0c75uh,2,0,987,973.6308,0.220184,0.0,0.0,3701.25,457.1226,287.7989,0.975684,3.923364,316
ml6u6ltsq0vhdsiqcbqnpbkh5k,2,0,1564,991.0429,0.134751,0.0,0.0,3634.8612,428.9265,130.8472,0.993606,3.895534,515
dft8qvdauujqen81pdjev9po2o,2,0,1326,923.0189,0.320765,0.0,0.0,3903.1889,495.4751,465.9401,0.960784,3.947907,403
u6rj19l797n5lnvk6qlunbmp8a,2,0,1064,918.1562,0.340472,0.0,0.0,3924.5902,534.0517,1052.8632,0.958647,3.939448,320
2ojc0m4iu85a1fggs34ppevk2k,2,0,1467,1032.06,0.727965,0.0,0.0,3490.5486,434.0852,181.9852,0.989775,3.903191,461
7r2rm6dnna7k51md8e5m4ufpgs,2,0,588,952.2998,0.26244,0.0,0.0,3786.7621,483.7857,372.8478,0.964286,3.946488,185
5rr9dand0l9k30j3bb7jhskidi,2,0,2164,506.2413,0.987594,-1.0,0.0,7114.5205,451.5439,693.7204,0.989372,3.905206,365
76150kjid2p1e830ilbabbocir,2,0,2466,453.5497,1.101235,1.0,0.0,7940.6082,433.5661,177.2544,0.992701,3.90164,372
rh5fn2njcglhb2avkv30id017u,2,0,1107,938.5172,0.296806,0.0,0.0,3839.3064,464.121,359.8347,0.981933,3.90683,343
0uhr32hgcllradm0p6b15371gi,2,0,2447,433.7694,1.144429,1.0,0.0,8302.7333,439.4087,261.1348,0.988149,3.906371,354
0oi4fvkqd1acu5g08vep8eefqg,2,1,141,828.5714,0.477185,0.0,0.0,4375.8621,487.9645,572.4008,0.865248,4.020631,39
124nsuu4makfggp1h3ametehri,2,1,114,849.5575,0.420813,0.0,0.0,4275.0,466.1754,490.7165,0.859649,4.026141,32
094i85crhkpkhqpi3rl4athrn4,2,1,316,895.2381,0.364507,0.0,0.0,4034.0426,445.6772,662.7431,0.920886,3.993798,94
0jfeqj4kpolvb97o2s5ks7l0j4,2,1,624,943.8202,0.243975,0.0,0.0,3820.4082,394.1026,467.5412,0.959936,3.938475,197
1m7s5287lpll34gm0amdciqvb5,2,1,62,622.9508,0.777987,-1.0,0.0,5873.6842,694.7258,776.5939,0.709677,4.118444,13
7e7nf7k4fcjagt3nasaihu4scq,2,1,52,627.451,0.770552,-1.0,0.0,5850.0,734.5,865.8361,0.692308,4.137171,11
0ucre4qu5jiho5kbjq61hr495f,2,1,373,908.6022,0.327268,0.0,0.0,3972.7811,422.8365,483.7787,0.930295,3.964337,113
0vkricl80bt5v7n2s6bbhvlvk3,2,1,158,872.6115,0.40338,0.0,0.0,4151.8248,445.7785,456.2757,0.886076,4.016196,46
1onh1ot5pr6j6g739m8cp5dfj0,2,1,159,835.443,0.443813,0.0,0.0,4336.3636,491.2327,589.1521,0.874214,4.017975,45
27479tfiqfgi99u7r4vq0q33db,2,1,232,844.1558,0.429669,0.0,0.0,4283.0769,497.5,602.8057,0.883621,4.019549,65
1c1h9oumn2pa0pb04v8f6fn515,2,1,136,822.2222,0.464991,0.0,0.0,4410.8108,668.3897,2677.3797,0.860294,4.021645,38
1g4h4vh4d2uv360aoo55b086hd,2,1,426,910.5882,0.339437,0.0,0.0,3962.7907,502.1009,1618.5165,0.931925,3.977832,129
2vhdk7kkt7dtos2hn1fnlkf9ee,2,1,123,803.2787,0.519908,0.0,0.0,4518.3673,540.2033,645.3977,0.837398,4.052283,33
30jcp3kes0o21ej00145hji0gi,2,1,124,788.6179,0.517727,0.0,0.0,4602.0619,541.9113,631.6808,0.830645,4.051207,33
1gpqg899dn1eafk0j474koislc,2,1,304,910.8911,0.312772,0.0,0.0,3965.2174,412.7632,422.8458,0.927632,3.969432,93
1jtqu9bvu7bii5p6kcsbgqbqa3,2,1,482,939.7089,0.279795,0.0,0.0,3838.9381,405.6224,481.9926,0.952282,3.944688,151
37f112qml42d33pentjpilckno,2,1,168,850.2994,0.438886,0.0,0.0,4259.1549,495.0357,615.0639,0.880952,4.017189,48
3e1l4pk01sc0ailn31s1mk5482,2,1,163,851.8519,0.436951,0.0,0.0,4252.1739,459.7546,494.986,0.883436,4.009537,47
1nbs17btpqhl48dfu2nklqhffq,2,1,276,927.2727,0.280056,0.0,0.0,3896.4706,400.8152,453.0548,0.942029,3.950183,86
1sijirkrahu3j2dp0qmb78691l,2,1,476,922.1053,0.299043,0.0,0.0,3912.3288,400.7059,409.7816,0.943277,3.955005,146
3p8qp6np717jbhmhu8329s9nb6,2,1,126,824.0,0.46216,0.0,0.0,4403.8835,533.2143,650.4163,0.849206,4.030735,35
3r9cb69qg00fac5os9au9a745h,2,1,91,755.5556,0.602044,-1.0,0.0,4817.6471,611.5055,786.3583,0.802198,4.074141,23
2cod58pj6b57pun9fl0vhiqoia,2,1,294,904.4369,0.337646,0.0,0.0,3993.9623,416.6769,442.6292,0.92517,3.969222,89
2h80p3ff9jpfboaddjevmi55rs,2,1,287,877.6224,0.37342,0.0,0.0,4116.3347,441.4774,492.6945,0.912892,3.998596,84
49smdeovekeq8fgrnfejp533r3,2,1,103,813.7255,0.478451,0.0,0.0,4467.4699,513.835,626.9315,0.84466,4.046425,28
4fo576p1kf4i1frb6s4c07q3pp,2,1,157,807.6923,0.48795,0.0,0.0,4485.7143,716.7197,2548.5546,0.859873,4.021465,43
2j54lp7l4tosj8qtp2jaq0654a,2,1,436,924.1379,0.286513,0.0,0.0,3904.4776,477.1674,1553.2816,0.942661,3.954841,135
2k97re4f45gl0ktl40bav6lfqf,2,1,100,797.9798,0.503155,0.0,0.0,4556.962,462.63,408.3516,0.84,4.052118,27
4h1710vfqecf0h4r5ns5tkv72t,2,1,77,763.1579,0.557086,0.0,0.0,4779.3103,556.6234,622.1679,0.792208,4.073974,20
4siqhlcume2me7ialjagodfeaa,2,1,150,832.2148,0.49028,0.0,0.0,4354.8387,485.2133,569.3618,0.866667,4.016932,41
2l614ncb4kp7p6q9b0a5ln3ao6,2,1,312,903.537,0.326744,0.0,0.0,3997.153,418.3301,436.8175,0.923077,3.977841,94
36m3d3mt4dfs9shoptldptokbe,2,1,195,891.7526,0.36654,0.0,0.0,4057.8035,408.9692,369.6676,0.912821,3.982126,57
55vbvsikr2l9bfeklmh8cumi5k,2,1,107,754.717,0.570088,0.0,0.0,4815.0,571.0654,695.1302,0.803738,4.055934,27
5764gbg3t8mtql9553lu8kf2gi,2,1,200,829.1457,0.485076,0.0,0.0,4363.6364,508.585,592.3198,0.865,4.018783,55
7t04jne512skpddsh6v4p3k3th,2,1,456,920.8791,0.301831,0.0,0.0,3917.8998,411.1009,455.1707,0.940789,3.960237,140
8hj8u6nem85dat2rjgu8v7urhl,2,1,334,921.9219,0.291016,0.0,0.0,3916.6124,408.3503,458.1177,0.94012,3.954278,103
5ee4b4pb3sfijdhpp5hcdvlctl,2,1,124,813.0081,0.479583,0.0,0.0,4464.0,743.5726,2818.5605,0.83871,4.048955,34
5f7no8vabec3n4d414fgkvsql1,2,1,105,788.4615,0.51797,0.0,0.0,4609.7561,539.219,641.9314,0.828571,4.055758,28
8kvar6qgj9j0r4qj5fcpkr3os4,2,1,337,928.5714,0.289528,0.0,0.0,3888.4615,411.2344,484.2138,0.940653,3.967385,104
8u4qvgq4v27s61p19tufp3e89i,2,1,138,854.0146,0.413449,0.0,0.0,4246.1538,468.8188,551.6054,0.876812,3.999736,39
5n0umenmhi0prg00139sh2111v,2,1,88,701.1494,0.652863,-1.0,0.0,5193.4426,632.0795,751.0098,0.772727,4.091028,21
62fp2u5etekvin0lrlmmq7ras2,2,1,191,821.0526,0.483284,0.0,0.0,4407.6923,536.0942,675.3561,0.863874,4.022974,53
9dsc15b0dug768h29lutm2sklo,2,1,361,900.0,0.333333,0.0,0.0,4011.1111,425.9945,456.7561,0.925208,3.974366,109
9ppkomphkbu1dv8o483g64jqsv,2,1,164,871.1656,0.405037,0.0,0.0,4157.7465,440.7439,477.7802,0.896341,3.996828,48
7ijkbba54hddp8bflnqkq3ttkv,2,1,159,841.7722,0.433555,0.0,0.0,4303.7594,541.8868,760.8856,0.874214,3.996891,45
6g7u329js521monmac550kdf1k,2,1,177,812.5,0.497979,0.0,0.0,4455.9441,540.7797,649.5908,0.847458,4.035636,48
av66aadi59rs6j2njfq9ka2ab9,2,1,223,905.4054,0.339805,0.0,0.0,3994.0299,430.0224,489.0985,0.919283,3.976608,67
b6hfnt250mbc1h2qub8slvg0j4,2,1,319,921.3836,0.292103,0.0,0.0,3919.4539,417.0188,489.7569,0.937304,3.95681,98
6mihesnd25t81o8q64jlaod935,2,1,223,878.3784,0.402262,0.0,0.0,4116.9231,451.8027,495.8612,0.896861,3.996184,65
6ogn97v63ghf0kg1eidoro9533,2,1,168,820.3593,0.486594,0.0,0.0,4414.5985,559.8869,749.8076,0.857143,4.032232,46
b9k26s8r31dauqokj6svvbedc6,2,1,397,924.2424,0.296445,0.0,0.0,3904.918,405.136,425.4925,0.939547,3.959139,122
bbvicd8c0b0onlrtpspn8slmo3,2,1,285,894.3662,0.380161,0.0,0.0,4039.3701,534.0947,1884.8542,0.915789,3.992329,85
7jtk8r1ak181fhbf582hjhvbdq,2,1,151,793.3333,0.510396,0.0,0.0,4568.0672,527.9735,621.09,0.847682,4.045048,40
720ua9gtve32n6s1glmvebjltk,2,1,192,837.6963,0.44017,0.0,0.0,4320.0,464.7656,480.1294,0.875,4.030065,54
bdc60f7qbpi1sk4b33k13c7adi,2,1,175,890.8046,0.350115,0.0,0.0,4064.5161,432.5486,501.6605,0.908571,3.981717,52
bdsf9dba41deu2j4744onppg6k,2,1,363,911.6022,0.341928,0.0,0.0,3960.0,428.2837,498.8942,0.931129,3.961957,110
