timestamp,host,label,score,verdict,request_count,iat_mean_ms,iat_cv,iat_bowley_skewness,iat_mad_ms,requests_per_hour,payload_size_mean,payload_size_std,http_post_ratio,avg_idle_time_ms,user_active_ratio,background_tab_ratio,extension_origin_ratio,url_path_entropy,request_burst_count
,cic-dport-443,0,0.0,SAFE,17.0,7.375375,2.016936479840008,0.0,0.0,518617.6974052167,309.7647059,563.0575378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,40.528,1.7319439651598894,0.0,0.0,118436.63639952627,48.25,7.668115805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,18.0,15.61688235,1.3037232889188026,0.0,0.0,244079.74778426063,261.7777778,464.9885303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-34804,0,0.0,SAFE,7.0,1852.5721669999998,2.4399136516877187,0.0,0.0,2267.118159049675,397.1428571,634.1901472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,11.6043333333333,1.7281712109999676,0.0,0.0,413638.5832878523,102.0,54.224533193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,6.0,830.147,2.1768659588506254,0.0,0.0,5203.897622951115,37.8333333333,18.8667003197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,30.674333333333298,1.7318814101653148,0.0,0.0,156482.61847581583,96.5,50.938197848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,20.0,311.96021049999996,1.91051660609134,0.0,0.0,12147.29813721183,232.65,511.774811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,3.0,5.6095,1.4021122608075585,0.0,0.0,962652.6428380426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,6.0,261.92400455474854,0.0,0.0,0.0,16493.333657385396,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.06766666667,1.1394973545251479,0.0,0.0,70935960.591133,66.75,27.93385043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,52.0,2259.9678820000004,1.837475635859501,0.0,0.0,1624.1771681606926,398.0769231,710.0262592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110812,1,1.0,BEACON,3.0,4505.312442779541,0.0,0.0,0.0,1198.585019037766,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,24.0,18.46765176109646,0.0,0.0,0.0,203410.9039809728,660.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,12.0,54.09536578438499,0.0,0.0,0.0,72599.0603876527,330.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,8.0,10.664285714285699,1.6457673152425634,0.0,0.0,385800.40187541867,62.875,123.2400548162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-59783,0,0.0,SAFE,3.0,0.019,1.1909166841052632,0.0,0.0,284210526.31578946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-0,0,0.0,SAFE,157.0,762.907782051282,2.781473384830816,0.0,0.0,4749.036526191029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,159.0,107.9984737347953,0.0,0.0,0.0,33544.777855127984,836.2955974842768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,6.0,269.4446086883545,0.0,0.0,0.0,16032.979917577815,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.06966666667,0.5262940403575935,0.0,0.0,68899521.53110048,71.0,17.52712184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,4.0,1864.26833333333,1.721174243373092,0.0,0.0,2574.7366482471675,3.0,3.286335345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,184.0,59.728612013853315,0.0,0.0,0.0,60601.9796727907,845.5978260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,150.0,43.73118061347296,0.0,0.0,0.0,82873.61610148138,865.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,16.0,11.61446667,1.4384015275666548,0.0,0.0,330622.15512837435,293.8125,633.8148505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,7.938666667000001,1.7265983577541737,0.0,0.0,604635.5391333557,54.75,17.52712184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,33.0,3615.060438,1.308542213644728,0.0,0.0,1026.9537851951889,50.72727273,125.8958345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-1185,0,0.0,SAFE,5.0,0.0635,1.4851932798425196,0.0,0.0,70866141.73228346,147.4,146.0895844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.06033333333,1.6459267343450787,0.0,0.0,79558011.04972376,82.5,32.86335345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,16.677,1.729350985788811,0.0,0.0,287821.55063860404,69.75,28.48157299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,33.0,43.907530605793,0.0,0.0,0.0,84552.69400894493,623.8484848484849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-22,0,0.0,SAFE,85.0,16.9456904761905,6.303671613645799,0.0,0.0,214972.48211724008,114.2117647059,237.1690595139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.12666666669999999,1.697906890605814,0.0,0.0,37894736.84210526,111.75,60.79720388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,29400.0,1.7312925170068028,0.0,0.0,163.32503456904792,127.75,78.15497425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,4.0,1914.108,1.71501790076631,0.0,0.0,2507.695490536584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,7.0,19.08516667,1.1142074495700487,0.0,0.0,220066.19451406412,386.2857143,792.5827582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,6.0,260.63458919525146,0.0,0.0,0.0,16574.929725707745,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110816,1,1.0,BEACON,12.0,6418.4750643643465,0.0,0.0,0.0,611.870060706026,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,107.0,1082.497821,2.781097648047829,0.0,0.0,3357.015778209462,198.9813084,266.8743433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,8.211666667,1.7268855014521256,0.0,0.0,584534.1993099249,66.75,25.19523765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,7.0,183.42665831247965,0.0,0.0,0.0,22897.435076449015,122.85714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,16.0,29.6244666666667,1.5210832962816956,0.0,0.0,129622.5867357387,140.9375,305.5476520071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.07866666667,1.2050373657963966,0.0,0.0,61016949.152542375,106.5,70.10848736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,10.0,11.646,1.3925522179289027,0.0,0.0,343465.5675768504,177.3,248.8054735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4506.219863891602,0.0,0.0,0.0,1198.3436590101317,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.086,1.2684016,0.0,0.0,55813953.488372095,88.5,53.12908808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,51.0,2319.90458,1.8016049576608189,0.0,0.0,1582.823721137703,406.3921568627,735.5109027638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,8.058666667,1.7265723444024415,0.0,0.0,595632.0317670417,149.75,118.855795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.055,1.621854871090909,0.0,0.0,87272727.27272727,81.0,33.95879857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,9.0,7928.596125,2.572964958534825,0.0,0.0,510.80921970911965,34.11111111,21.68486415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,3.0,0.492,1.4113391445121952,0.0,0.0,10975609.75609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.0573333333333,1.0386819506953713,0.0,0.0,83720930.23255815,67.75,15.3362316101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4506.275177001953,0.0,0.0,0.0,1198.3289497186556,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110810,1,1.0,BEACON,3.0,4776.832103729248,0.0,0.0,0.0,1130.456311366742,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,31.0,1234.823967,2.1754789935981216,0.0,0.0,3012.5751527498423,854.8387097,1567.659932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-10012,0,0.0,SAFE,4.0,0.03566666667,0.5989334567664548,0.0,0.0,134579439.25233644,4.5,2.19089023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-44268,0,0.0,SAFE,3.0,29.036,1.4109989978629494,0.0,0.0,185976.02975616476,27.3333333333,20.355179521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,30.0,3997.19068965517,1.2201144068692986,0.0,0.0,931.6888335281685,87.5,369.3649854455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4506.45112991333,0.0,0.0,0.0,1198.282161356503,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110811,1,1.0,BEACON,3.0,4498.383522033691,0.0,0.0,0.0,1200.431215691163,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,22.0,117.3790476,1.9328755586188622,0.0,0.0,32130.33882902765,218.2272727,417.0517972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.06266666667,1.0778464898362847,0.0,0.0,76595744.68085107,109.0,26.29068276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.0643333333333,0.4397434692795024,0.0,0.0,74611398.96373057,74.25,27.9338504328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110812,1,1.0,BEACON,3.0,4508.053779602051,0.0,0.0,0.0,1197.856162327479,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,6.0,206.30500316619873,0.0,0.0,0.0,20939.870258598723,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,13.0,1616.6348457336426,0.0,0.0,0.0,2412.4186177801625,516.7692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4506.591796875,0.0,0.0,0.0,1198.2447586543149,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,191.0,1.897526316,4.812867274616496,0.0,0.0,1907192.1892768976,1430.455497,1267.197177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,23.0,249.8499545,1.8064794188305526,0.0,0.0,15063.586345186448,427.8695652,577.2748181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,93.0,1256.2777609999998,2.6152138109845917,0.0,0.0,2896.7562334811137,528.9247312,755.645474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,31.0,8.2455333333333,2.34127584567661,0.0,0.0,451153.3517136551,404.9032258065,603.0061787518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,6.0,201.77578926086426,0.0,0.0,0.0,21409.902624218816,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-52034,0,0.0,SAFE,7.0,781.6288333000001,2.4324432518346812,0.0,0.0,5373.394405230275,6.857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,15.0,12.55578571,1.3929819378862274,0.0,0.0,307200.4369072881,111.8,225.8168044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4506.363868713379,0.0,0.0,0.0,1198.3053648842974,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110812,1,1.0,BEACON,3.0,4505.693435668945,0.0,0.0,0.0,1198.4836689623291,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4441.468715667725,0.0,0.0,0.0,1215.8140348824163,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,18.0,74.0302380393533,0.0,0.0,0.0,51489.29419700202,461.8888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4481.762886047363,0.0,0.0,0.0,1204.8830197624454,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,6.0,205.74300289154053,0.0,0.0,0.0,20997.068864000837,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.058,1.6275533310344827,0.0,0.0,82758620.68965517,67.75,26.29068276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,6.0,1114.2738,2.2053131321865056,0.0,0.0,3876.964530620751,35.8333333333,21.6849739506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,17.0,7160.470962524414,0.0,0.0,0.0,534.1827402162247,454.3529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.06766666667,1.6552603772583616,0.0,0.0,70935960.591133,122.75,70.10848736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,19.0,44.0545,1.377496060107367,0.0,0.0,86256.79556004493,244.8947368,442.7331708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4458.532333374023,0.0,0.0,0.0,1211.1608924709792,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,20.205,1.7298223296213806,0.0,0.0,237564.95916852265,136.75,93.66055733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110810,1,1.0,BEACON,55.0,651.0049325448496,0.0,0.0,0.0,5632.317795708959,444.23636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-61158,0,0.0,SAFE,3.0,0.002,0.707106781,0.0,0.0,2700000000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,20.1703333333333,1.7317931939570042,0.0,0.0,237973.26105997254,88.5,55.8677008655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.084,1.235631707142857,0.0,0.0,57142857.14285714,169.25,140.2169747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,28700.0,1.7247386759581882,0.0,0.0,167.43097939832725,147.0,51.93072308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110811,1,1.0,BEACON,3.0,4459.512233734131,0.0,0.0,0.0,1210.8947609004226,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,3.0,192799.04174804688,0.0,0.0,0.0,28.008437962346378,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-13722,0,0.0,SAFE,4.0,0.035,0.6682294608571429,0.0,0.0,137142857.14285713,4.5,2.19089023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,6.0,205.66298961639404,0.0,0.0,0.0,21005.23778273249,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.0586666666667,1.613956434324651,0.0,0.0,81818181.81818181,49.25,8.7635609201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,73.03466667000001,1.730912464777872,0.0,0.0,65722.21410836863,99.5,54.22453319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110810,1,1.0,BEACON,3.0,4464.641571044922,0.0,0.0,0.0,1209.503588153923,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.03433333333,1.6059966333598055,0.0,0.0,139805825.24271846,51.75,8.76356092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110811,1,1.0,BEACON,3.0,4509.19771194458,0.0,0.0,0.0,1197.5522797981869,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,9.0,0.34925001091323793,0.0,0.0,0.0,11596277.37565373,139.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-389,0,0.0,SAFE,4.0,0.05166666667,0.9687736435504017,0.0,0.0,92903225.80645162,203.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110816,1,1.0,BEACON,14.0,34.296384224524864,0.0,0.0,0.0,113041.74374599943,355.92857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,4.0,1688.495,1.7152344460599527,0.0,0.0,2842.7682640457924,53.0,94.80928225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,69.0,5.103397059,3.2957605445059692,0.0,0.0,715786.1977748385,926.942029,774.8977745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,17.0,7.6215625,1.8789022720116513,0.0,0.0,501865.5951453524,298.4705882353,511.531827414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-55714,0,0.0,SAFE,4.0,0.033666666666700006,1.6302394362607622,0.0,0.0,142574257.42574257,13.75,11.1803398875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,13.0,51.747,1.2266433364253,0.0,0.0,75366.68792393761,319.8461538,518.8341961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110812,1,1.0,BEACON,3.0,4456.385612487793,0.0,0.0,0.0,1211.7443303981565,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,7.952,1.7267169123287853,0.0,0.0,603621.7303822938,58.0,30.6724632203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,10.0,39.96000025007459,0.0,0.0,0.0,100100.09947366135,124.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,9.0,7869.357375,2.592333659265284,0.0,0.0,514.6544764717844,36.11111111,18.86354509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,13.0,10042.414983113607,0.0,0.0,0.0,388.3528022450654,386.84615384615387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,31.0,3919.7332,3.7923876960425775,0.0,0.0,949.044184946057,200.9677419355,374.3143786074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,4.0,1787.175,1.7204692993131618,0.0,0.0,2685.8030131352552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.054666666669999996,1.6369992386806709,0.0,0.0,87804878.04878049,82.5,32.86335345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-137,0,0.0,SAFE,13.0,0.00175,0.9784315948571428,0.0,0.0,2228571428.571429,53.84615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,6.0,36.286,1.4783363727057266,0.0,0.0,119054.18067574271,83.83333333,32.20470241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4507.175922393799,0.0,0.0,0.0,1198.089467324811,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,30.0,3972.87,1.2289101722432396,0.0,0.0,937.392346347724,73.46666667,324.7849909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,36.88033333,1.7308533312000844,0.0,0.0,130150.66747408286,95.25,50.93819785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,126.0,121.55430603027344,0.0,0.0,0.0,29853.3233293787,807.484126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,3.0,4510.947227478027,0.0,0.0,0.0,1197.0878238402763,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,6.0,9.6812,1.8972510267322231,0.0,0.0,446225.6745031608,109.0,40.01190299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,12.0,4.2516363636364005,1.6183038191559025,0.0,0.0,923708.5186452275,602.9166666667,1248.543058621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.046,1.6190909723913043,0.0,0.0,104347826.08695653,58.0,8.76356092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53552,0,0.0,SAFE,3.0,0.1455,0.9379492013745705,0.0,0.0,37113402.06185567,10.33333333,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,18.0,15.777823529411801,2.5354731160703734,0.0,0.0,241590.02024434894,107.3333333333,251.6408491463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,6.0,261.490797996521,0.0,0.0,0.0,16520.657832316818,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,7.865333333,1.7264375335534177,0.0,0.0,610272.92761485,67.75,26.29068276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,28.0,2249.031407,1.8747330281279615,0.0,0.0,1659.9738540943586,302.0,560.931465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,8.0,540.361,2.2821780624434407,0.0,0.0,7613.957547427951,29.125,20.91915656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,24.67433333,1.7319104155103022,0.0,0.0,194534.13128351996,80.5,44.36552716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4506.505012512207,0.0,0.0,0.0,1198.2678339438266,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110810,1,1.0,BEACON,3.0,4495.43571472168,0.0,0.0,0.0,1201.2183785246996,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.08166666667,1.2020182942774686,0.0,0.0,58775510.20408163,94.5,43.27008204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,8.0,2929.8270089285716,0.0,0.0,0.0,1404.2759868577687,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,6.0,201.6697883605957,0.0,0.0,0.0,21421.15601507759,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.06,1.0641898326666666,0.0,0.0,80000000.0,54.25,8.76356092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,13.0,279.79449431101483,0.0,0.0,0.0,13938.801796667329,91.46153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-51500,0,0.0,SAFE,3.0,0.026,1.2510350742307692,0.0,0.0,207692307.6923077,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,3.0,4578.125476837158,0.0,0.0,0.0,1179.5220614465643,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110819,1,1.0,BEACON,47.0,237.98859637716544,0.0,0.0,0.0,15455.618149601978,694.7234042553191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-1721,0,0.0,SAFE,4.0,0.032,0.7887143415625,0.0,0.0,150000000.0,4.5,2.19089023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,15.0,7.575857142857201,1.7378416134926402,0.0,0.0,509136.1656389659,107.0,217.3395864387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4506.126403808594,0.0,0.0,0.0,1198.3685134611185,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,10.327,1.7239163580904424,0.0,0.0,464801.00706884864,86.75,52.58136552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,6.0,208758.203125,0.0,0.0,0.0,20.693797586546935,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,6.0,12.2356,1.4191683047873829,0.0,0.0,353068.09637451364,114.0,81.4876560912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
