iat_cv,iat_bowley_skewness,iat_norm_mad,iat_burstiness,iat_autocorr_lag1,iat_spread_ratio,iat_clock_share,iat_entropy_norm,payload_size_mean,payload_cv,payload_repeat_ratio,upload_download_ratio,url_path_entropy,unique_path_ratio,http_post_ratio,uri_len_norm,uri_char_entropy_norm,referrer_absent_ratio,error_status_ratio,status_known_ratio,n_flows,c2_ratio,window_start_ts,label,group,family,pair
1.093625,0.638297,0.996944,0.044719,-0.189347,5.535602,0.090909,0.801803,5572.4167,2.460407,0.416667,0.0,1.207519,0.333333,0.0,0.69375,0.729256,0.833333,0.0,1.0,12,0.0,1312962843.085036,0,ctu13-s1,benign,147.32.86.99->209.85.148.104
4.692167,0.97185,0.951203,0.64864,-0.04633,823.947653,0.040816,0.723553,335.96,3.47058,0.8,0.0,5.038563,0.74,0.0,0.2034,0.623196,0.18,0.388889,0.36,50,0.0,1312962845.324094,0,ctu13-s1,benign,147.32.86.172->2.21.96.244
3.137606,0.875626,0.987001,0.516629,-0.111821,3412.336154,0.0,0.639934,30.6923,3.464102,0.846154,0.0,2.719295,0.538462,0.0,0.243077,0.701091,0.307692,0.666667,0.230769,13,0.0,1312973242.984698,0,ctu13-s1,benign,147.32.86.172->2.21.96.244
1.201227,0.871639,0.713736,0.091416,-1.0,8.896605,0.333333,0.477121,232.5,1.732051,0.5,0.0,2.0,1.0,0.0,0.135,0.630308,1.0,0.0,0.25,4,0.0,1312962847.599116,0,ctu13-s1,benign,147.32.86.58->194.228.191.70
2.259435,0.947274,0.994881,0.386397,0.375757,2308.605901,0.040816,0.829532,9773.18,2.904226,0.14,0.000213,5.643856,1.0,0.02,0.5157,0.748379,0.06,0.02,1.0,50,0.0,1312962847.72257,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
2.436817,0.903531,0.999785,0.418066,-0.014075,115.57991,0.020408,0.95845,4215.98,3.932205,0.26,0.008712,5.563856,0.96,0.08,1.0,0.765423,0.42,0.02,1.0,50,0.0,1312963308.514679,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
2.78196,0.950412,0.999714,0.471174,0.190922,105.635707,0.040816,0.87318,4459.4,2.028183,0.3,0.004618,5.643856,1.0,0.04,1.0,0.769219,0.4,0.02,1.0,50,0.0,1312965276.460072,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
2.107957,0.799124,0.877188,0.35649,0.291114,74.668697,0.040816,0.921357,7269.16,4.934649,0.42,0.002476,5.371663,0.9,0.04,0.8096,0.782417,0.28,0.02,1.0,50,0.0,1312966788.03478,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
2.845411,0.807519,0.997755,0.4799,0.068621,272.001524,0.040816,0.895771,14162.24,2.002198,0.42,0.000294,5.03327,0.82,0.04,0.5275,0.751228,0.06,0.0,1.0,50,0.0,1312967235.604393,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
2.251656,0.856285,0.998621,0.384929,0.033197,299.845964,0.061224,0.928209,5460.18,3.053689,0.26,0.000681,5.563856,0.96,0.02,0.495,0.72778,0.14,0.02,1.0,50,0.0,1312967972.789669,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
2.599738,0.927379,0.998223,0.444404,-0.019599,406.530403,0.040816,0.799093,4630.34,1.37873,0.18,0.000833,5.523856,0.94,0.02,0.3078,0.75341,0.1,0.0,1.0,50,0.0,1312969463.214006,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
2.524175,0.977829,0.998928,0.432491,0.075089,608.4032,0.020408,0.977516,3423.12,2.415095,0.4,0.005117,5.603856,0.98,0.1,0.5057,0.764573,0.14,0.0,1.0,50,0.0,1312970096.291236,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
2.991312,0.975777,0.992394,0.498912,-0.092161,1384.734483,0.020408,0.668059,6194.68,0.903972,0.02,0.002315,5.643856,1.0,0.02,0.3517,0.729368,0.22,0.0,1.0,50,0.0,1312972813.788559,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
2.277212,0.82661,0.999918,0.389725,-0.020106,55.08791,0.020408,0.863582,8348.56,1.049999,0.04,0.000249,5.643856,1.0,0.02,0.3401,0.744762,0.2,0.02,1.0,50,0.0,1312973100.288057,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
2.966477,0.924665,0.99966,0.495774,0.008393,200.318485,0.061224,0.939252,18234.06,2.787121,0.38,0.000699,5.603856,0.98,0.06,1.0,0.787128,0.18,0.04,1.0,50,0.0,1312974111.359797,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
1.660185,0.770483,0.994032,0.248172,0.366325,15.149153,0.020408,0.934429,7828.04,2.952488,0.36,0.002836,5.483856,0.92,0.12,0.9524,0.75388,0.3,0.06,1.0,50,0.0,1312975487.647373,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
2.340938,0.833035,0.999718,0.401366,0.630185,56.804989,0.020408,0.878607,3842.56,3.204797,0.28,0.012067,5.403856,0.9,0.14,0.6911,0.739748,0.36,0.02,1.0,50,0.0,1312978386.184202,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
2.37337,0.731962,0.999877,0.407121,0.41171,22.889338,0.020408,0.938514,20227.02,3.170573,0.44,0.000294,5.603856,0.98,0.04,1.0,0.767507,0.28,0.04,1.0,50,0.0,1312980046.54865,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
1.468776,0.338487,0.849921,0.189882,0.091548,5.932593,0.122449,0.814375,7178.52,4.108057,0.52,0.003003,5.563856,0.96,0.06,0.889,0.786957,0.06,0.04,1.0,50,0.0,1312981905.209919,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
1.787842,0.467054,0.543447,0.282599,-0.078816,5.46121,0.081633,0.883201,1280.7,0.291474,0.62,0.001014,5.643856,1.0,0.02,0.4511,0.78009,0.0,0.0,1.0,50,0.0,1312982313.363479,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
3.499622,0.847374,0.846185,0.555518,0.013767,54.158513,0.081633,0.847334,10014.46,2.314858,0.28,0.000208,5.643856,1.0,0.02,0.6729,0.730795,0.44,0.06,1.0,50,0.0,1312982532.063769,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
1.059297,0.233004,0.492798,0.028795,0.17371,2.79208,0.081633,0.881228,8248.08,1.090259,0.0,0.0,5.643856,1.0,0.0,0.3213,0.6422,0.92,0.0,1.0,50,0.0,1312982880.491019,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
2.2249,0.2275,0.390953,0.379826,-0.066816,1.967082,0.122449,0.729735,7076.36,1.315501,0.0,0.0,5.643856,1.0,0.0,0.4004,0.622344,1.0,0.0,1.0,50,0.0,1312982893.345573,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
0.473594,0.082043,0.291183,-0.357226,0.596695,1.284167,0.081633,0.938711,9705.02,1.171606,0.0,0.0,5.643856,1.0,0.0,0.472,0.596969,1.0,0.0,1.0,50,0.0,1312982914.048254,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
1.862057,0.410676,0.490853,0.301202,-0.044652,1.767712,0.142857,0.74164,8564.24,1.184176,0.02,0.0,5.643856,1.0,0.0,0.4214,0.623508,1.0,0.0,1.0,50,0.0,1312982923.917509,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
2.909502,0.238763,0.440327,0.488426,0.004633,2.485284,0.142857,0.741471,12712.9,0.834706,0.0,0.0,5.643856,1.0,0.0,0.4004,0.602108,1.0,0.0,1.0,50,0.0,1312982935.400587,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
1.613037,0.478769,0.368214,0.234607,0.513796,8.269082,0.142857,0.796162,9606.56,0.94743,0.04,0.0,5.643856,1.0,0.0,0.3341,0.600981,0.98,0.0,1.0,50,0.0,1312982965.435507,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
1.63524,0.143325,0.27879,0.241056,0.005193,2.366875,0.22449,0.654584,4913.72,1.476416,0.02,0.001302,5.643856,1.0,0.02,0.3606,0.609504,0.88,0.0,1.0,50,0.0,1312982996.150202,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
3.278491,0.463265,0.494698,0.532546,-0.001368,39.456425,0.122449,0.816713,5893.0,1.590445,0.08,0.000353,5.643856,1.0,0.02,0.464,0.660033,0.84,0.0,1.0,50,0.0,1312983016.657048,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
2.300828,0.803316,0.993038,0.394091,0.428719,34.874261,0.052632,0.918232,674.25,2.874817,0.3,0.054943,4.321928,1.0,0.15,1.0,0.796229,0.4,0.0,1.0,20,0.0,1312983382.253522,0,ctu13-s1,benign,147.32.84.59->74.125.232.205
3.8e-05,0.06304,6e-06,-0.999924,-0.199176,5.4e-05,1.0,0.616536,0.0,0.0,0.966667,0.0,0.0,0.033333,1.0,0.225,0.674222,0.0,0.0,0.0,30,0.0,1312962852.865721,0,ctu13-s1,benign,147.32.84.59->77.240.190.14
2.9156,0.196455,0.86776,0.489223,-0.144811,24.671683,0.142857,0.597613,167.0667,1.590471,0.333333,0.0,3.906891,1.0,0.0,0.126667,0.602082,0.0,0.0,0.6,15,0.0,1312962854.882692,0,ctu13-s1,benign,147.32.86.172->149.13.65.47
1.414095,0.999889,0.998949,0.171532,-1.0,14341.42372,0.333333,0.477121,23.0,1.732051,0.5,0.0,2.0,1.0,0.0,0.155,0.674472,0.0,0.0,0.25,4,0.0,1312962855.430919,0,ctu13-s1,benign,147.32.86.172->195.113.232.89
0.098163,-0.088495,0.108673,-0.821223,-1.0,0.190758,0.333333,0.477121,0.0,0.0,0.75,0.0,2.0,1.0,0.0,0.14125,0.658741,1.0,1.0,1.0,4,0.0,1312962855.778893,0,ctu13-s1,benign,147.32.84.59->65.54.89.150
2.606865,0.160481,0.971639,0.445502,0.037221,4.847493,0.061224,0.869129,2037.0,1.094899,0.52,0.225319,5.643856,1.0,0.68,0.7507,0.828917,0.0,0.04,1.0,50,0.0,1312962856.720853,0,ctu13-s1,benign,147.32.84.25->74.125.232.216
1.171061,0.749197,0.931657,0.078792,0.035664,7.90921,0.020408,0.932722,1281.58,1.534073,0.78,0.269831,5.643856,1.0,0.94,0.8515,0.87763,0.0,0.0,1.0,50,0.0,1312965066.008739,0,ctu13-s1,benign,147.32.84.25->74.125.232.216
1.116868,0.260368,0.824509,0.055208,0.041376,4.478386,0.081633,0.76749,1791.62,1.295589,0.66,0.339057,5.643856,1.0,0.88,0.9269,0.879313,0.0,0.0,1.0,50,0.0,1312965568.358751,0,ctu13-s1,benign,147.32.84.25->74.125.232.216
2.297776,0.491371,0.993149,0.393531,0.12056,6.323506,0.020408,0.862714,10779.6,3.248131,0.46,0.058789,5.643856,1.0,0.76,0.8252,0.843696,0.0,0.08,1.0,50,0.0,1312966645.830011,0,ctu13-s1,benign,147.32.84.25->74.125.232.216
1.068572,0.628903,0.963289,0.033149,0.353392,5.808375,0.040816,0.93536,887.82,1.510466,0.84,0.186134,5.643856,1.0,0.94,0.8235,0.878768,0.0,0.0,1.0,50,0.0,1312967966.143283,0,ctu13-s1,benign,147.32.84.25->74.125.232.216
1.873517,0.044677,0.670183,0.303989,0.01097,2.494847,0.183673,0.816338,9323.06,3.065252,0.52,0.049476,5.643856,1.0,0.84,0.8948,0.870355,0.0,0.02,1.0,50,0.0,1312968707.955005,0,ctu13-s1,benign,147.32.84.25->74.125.232.216
2.00139,0.212001,0.947991,0.333642,0.127476,3.627089,0.040816,0.789144,6812.82,2.324074,0.38,0.070152,5.643856,1.0,0.84,0.907,0.856859,0.0,0.0,1.0,50,0.0,1312972111.077142,0,ctu13-s1,benign,147.32.84.25->74.125.232.216
0.909052,0.145634,0.879051,-0.047641,0.243873,2.716459,0.102041,0.829584,3083.2,2.037775,0.5,0.099728,5.508758,0.94,0.9,0.7992,0.836288,0.0,0.0,1.0,50,0.0,1312974366.687445,0,ctu13-s1,benign,147.32.84.25->74.125.232.216
1.453167,0.214195,0.929039,0.184727,-0.047449,3.19624,0.102041,0.899726,6193.64,3.747463,0.54,0.013528,5.643856,1.0,0.92,0.9412,0.872284,0.0,0.0,1.0,50,0.0,1312977354.464084,0,ctu13-s1,benign,147.32.84.25->74.125.232.216
2.435387,0.645983,0.905798,0.417824,0.085908,10.206815,0.040816,0.927711,340.12,3.043438,0.9,0.250645,5.643856,1.0,0.98,0.8745,0.884284,0.0,0.0,1.0,50,0.0,1312979414.706497,0,ctu13-s1,benign,147.32.84.25->74.125.232.216
5.140125,0.646165,0.815332,0.674274,-0.040456,17.167641,0.102041,0.803199,320.54,3.246039,0.92,0.269453,5.643856,1.0,0.96,0.8567,0.883334,0.0,0.0,1.0,50,0.0,1312980041.654986,0,ctu13-s1,benign,147.32.84.25->74.125.232.216
2.781348,0.29504,0.766739,0.471088,0.009413,2.693805,0.071429,0.737727,1972.5581,2.715692,0.604651,0.108481,5.426265,1.0,0.906977,0.870465,0.867595,0.0,0.0,1.0,43,0.0,1312981917.111809,0,ctu13-s1,benign,147.32.84.25->74.125.232.216
3.485092,0.769122,0.991089,0.554078,-0.059981,305.453284,0.025641,0.855792,101.075,3.54516,0.875,0.0,5.271928,0.975,0.0,0.163125,0.687004,0.05,0.333333,0.15,40,0.0,1312962861.509729,0,ctu13-s1,benign,147.32.86.58->195.113.232.82
0.951243,-0.852859,0.415818,-0.024988,-0.182558,1.402035,0.294118,0.59269,203.1667,0.35036,0.888889,0.0,1.347223,0.166667,0.0,0.091944,0.591517,1.0,0.833333,1.0,18,0.0,1312962863.690658,0,ctu13-s1,benign,175.180.168.70->147.32.85.100
0.500574,-0.452656,0.275369,-0.332824,-1.0,0.804961,0.333333,0.477121,5824.0,0.0,0.75,0.0,0.0,0.25,0.0,0.005,0.0,0.75,0.0,1.0,4,0.0,1312962864.776007,0,ctu13-s1,benign,147.32.86.140->194.79.52.192
0.632292,-0.999984,8e-06,-0.225271,0.250139,0.999785,0.714286,0.345834,60.375,2.178258,0.625,0.0,2.75,0.875,0.0,0.214375,0.694428,1.0,0.5,0.25,8,0.0,1312962864.820213,0,ctu13-s1,benign,147.32.84.227->147.32.80.13
5.788079,0.300873,0.993493,0.705366,-0.029775,39.790524,0.040816,0.762409,0.0,0.0,0.98,0.0,5.603856,0.98,0.0,0.1933,0.69332,0.02,0.0,0.0,50,0.0,1312962864.874719,0,ctu13-s1,benign,147.32.86.140->194.79.52.199
6.321577,0.85693,0.988706,0.726835,-0.025665,75.043451,0.02439,0.552237,0.0,0.0,0.97619,0.0,5.392317,1.0,0.0,0.172976,0.68797,0.0,0.0,0.0,42,0.0,1312972591.618234,0,ctu13-s1,benign,147.32.86.140->194.79.52.199
1.95991,0.995128,0.773449,0.324304,-0.287016,1271.963876,0.0,0.677808,43.0,0.0,0.857143,0.0,2.807355,1.0,0.0,0.738571,0.895952,0.0,0.0,1.0,7,0.0,1312962865.79853,0,ctu13-s1,benign,147.32.86.140->77.78.99.22
0.500834,-0.452318,0.275703,-0.332593,-1.0,0.805439,0.333333,0.477121,0.0,0.0,0.75,0.0,2.0,1.0,0.0,0.15375,0.722145,0.0,0.0,0.0,4,0.0,1312962867.033407,0,ctu13-s1,benign,147.32.86.140->194.79.52.195
3.890084,0.957486,0.928287,0.591009,-0.067535,143.399405,0.051282,0.795115,16.825,4.918844,0.925,0.0,4.884184,0.8,0.0,0.17625,0.700221,0.0,0.0,0.05,40,0.0,1312962867.199189,0,ctu13-s1,benign,147.32.86.140->194.79.52.196
2.491265,0.688423,0.659003,0.427142,-0.168506,34456.503327,0.076923,0.541686,466.8148,1.26657,0.074074,0.0,4.754888,1.0,0.0,0.378704,0.8247,1.0,0.0,1.0,27,0.0,1312962867.511395,0,ctu13-s1,benign,147.32.84.181->209.85.149.113
1.999979,-0.595703,0.963797,0.333329,-0.33333,160872.03476,0.2,0.458146,0.0,0.0,0.833333,0.0,1.584963,0.5,0.0,0.09,0.626269,0.0,1.0,0.5,6,0.0,1312962867.966132,0,ctu13-s1,benign,147.32.86.140->194.79.54.24
0.997216,0.268353,0.74521,-0.001394,0.124924,4.23221,0.083333,0.637429,471.4,0.001039,0.92,0.322439,0.639556,0.12,0.88,0.0722,0.110276,1.0,0.0,1.0,25,0.0,1312962868.691979,0,ctu13-s1,benign,147.32.84.59->91.209.196.169
0.53051,-0.201953,0.526483,-0.306754,-0.720592,1.215472,0.285714,0.759089,471.0,0.0,0.875,0.213189,0.543564,0.25,0.875,0.075,0.115118,1.0,0.0,1.0,8,0.0,1312962868.813607,0,ctu13-s1,benign,147.32.84.59->217.118.26.135
1.062266,0.536702,0.735198,0.030193,-0.370448,3.031929,0.125,0.795345,471.44,0.001053,0.92,0.269325,1.415431,0.28,0.76,0.1394,0.217344,1.0,0.0,1.0,25,0.0,1312962868.879807,0,ctu13-s1,benign,147.32.84.59->91.199.212.169
4.098779,0.419236,0.995293,0.607749,-0.054813,16.098612,0.069767,0.829312,150.9545,1.260818,0.886364,0.0,4.071735,0.590909,0.0,0.957273,0.720411,0.0,0.909091,0.5,44,0.0,1312962868.96517,0,ctu13-s1,benign,147.32.86.140->194.79.54.62
2.448196,0.782459,0.414355,0.419987,-0.200062,7548.090801,0.285714,0.345834,0.25,1.732051,0.75,0.0,3.0,1.0,0.0,1.0,0.732153,0.0,0.0,0.25,8,0.0,1312962868.974929,0,ctu13-s1,benign,147.32.86.140->194.79.54.61
0.909303,0.234435,0.99815,-0.047503,-0.014469,2.54205,0.0,0.590309,10728.5455,2.956149,0.454545,0.013065,2.049452,0.545455,0.545455,0.372727,0.705215,0.272727,0.181818,1.0,11,0.0,1312962868.98635,0,ctu13-s1,benign,147.32.86.111->74.125.232.198
1.997979,0.996868,0.665775,0.332884,1.0,308706.815954,0.2,0.412697,192.1667,2.236068,0.666667,0.0,2.584963,1.0,0.0,0.185,0.683158,0.0,0.0,0.166667,6,0.0,1312962869.575651,0,ctu13-s1,benign,147.32.86.111->213.151.89.19
1.23373,0.999918,0.07862,0.104637,-0.979565,1854.361127,0.6,0.292285,3457.0,0.0,0.833333,0.0,0.0,0.166667,0.0,0.16,0.70047,0.0,0.0,1.0,6,0.0,1312962869.928243,0,ctu13-s1,benign,147.32.86.111->95.168.214.77
4.060463,0.237436,0.840323,0.604779,-0.161497,4.311522,0.217391,0.771193,56.625,3.324375,0.875,0.0,4.584963,1.0,0.0,0.110833,0.621782,0.041667,0.0,0.083333,24,0.0,1312962869.964519,0,ctu13-s1,benign,147.32.86.141->78.24.9.177
4.721016,0.96551,0.936241,0.650412,-0.031568,3995.564259,0.0,0.842457,159.9778,2.415211,0.711111,0.0,5.491853,1.0,0.0,0.425444,0.701078,0.0,0.047619,0.466667,45,0.0,1312962870.37298,0,ctu13-s1,benign,147.32.86.141->195.113.232.98
2.431732,0.998792,0.927256,0.417204,-0.201509,29293.970067,0.285714,0.640618,26.25,0.57735,0.75,0.0,2.75,0.875,0.0,1.0,0.76024,0.0,0.25,1.0,8,0.0,1312962870.448048,0,ctu13-s1,benign,147.32.86.140->74.125.232.194
1.414205,0.999994,0.830571,0.17157,-1.0,237281.315005,0.333333,0.477121,0.0,0.0,0.75,0.0,2.0,1.0,0.0,0.5025,0.788487,0.0,0.0,0.25,4,0.0,1312962870.458469,0,ctu13-s1,benign,147.32.86.141->77.75.77.86
3.258629,0.559267,0.249427,0.530365,-0.096062,4.920975,0.0,0.363499,3197442.8462,3.053927,0.769231,0.0,0.619382,0.153846,0.0,0.241923,0.623307,1.0,0.0,1.0,13,0.0,1312962874.995907,0,ctu13-s1,benign,147.32.84.59->173.194.1.24
1.635273,0.375998,0.425222,0.241065,0.088256,7.580926,0.222222,0.68666,24.6,3.0,0.8,0.0,2.846439,0.8,0.0,0.1235,0.603348,0.0,0.0,0.1,10,0.0,1312962876.588793,0,ctu13-s1,benign,212.114.159.142->147.32.85.34
1.932315,0.826179,0.979945,0.317945,0.978912,68.594135,0.0,0.539591,390.4286,1.227593,0.0,0.140876,2.521641,0.857143,0.285714,0.540714,0.809384,1.0,0.0,1.0,7,0.0,1312962876.649986,0,ctu13-s1,benign,147.32.84.189->74.125.232.205
3.922068,0.321965,0.01249,0.593667,-0.06717,55003.497243,0.878788,0.190002,362.4706,1.534187,0.058824,0.0,5.087463,1.0,0.0,0.377794,0.827011,1.0,0.0,1.0,34,0.0,1312962876.703172,0,ctu13-s1,benign,147.32.84.189->209.85.149.102
0.681356,-0.542317,0.413331,-0.189516,0.558064,1.339969,0.285714,0.501064,504.0,0.377964,0.75,0.0,0.0,0.125,0.0,0.045,0.454247,1.0,0.125,1.0,8,0.0,1312962877.82124,0,ctu13-s1,benign,147.32.85.125->147.32.80.7
1.721831,0.997416,0.239863,0.2652,-0.49977,419.794831,0.0,0.244219,0.0,0.0,0.8,326.8,2.321928,1.0,0.4,0.221,0.693489,1.0,1.0,0.2,5,0.0,1312962878.153039,0,ctu13-s1,benign,147.32.85.125->65.55.69.140
0.62907,0.525425,0.653851,-0.227694,-0.194675,1.826922,0.2,0.69897,171.5,1.0,0.666667,0.0,2.584963,1.0,0.0,0.283333,0.752175,1.0,1.0,0.5,6,0.0,1312962878.408104,0,ctu13-s1,benign,217.212.224.181->147.32.84.2
0.835824,-0.151898,0.783709,-0.089429,0.69222,2.022541,0.142857,0.683622,67.3333,1.072611,0.6,0.130732,2.596792,0.6,0.133333,0.116667,0.328748,0.533333,1.0,0.466667,15,0.0,1312962879.530943,0,ctu13-s1,benign,147.32.84.59->62.245.126.182
3.537632,0.664879,0.812291,0.559241,-0.09354,107.09551,0.133333,0.563408,158.0625,1.669562,0.625,0.0,4.0,1.0,0.0,0.09375,0.567748,0.0625,0.0,0.3125,16,0.0,1312962879.796146,0,ctu13-s1,benign,147.32.84.59->89.187.144.83
6.749376,0.854077,0.958307,0.741915,-0.021097,46.804996,0.061224,0.621577,238.66,2.194623,0.64,0.0,5.443856,0.9,0.0,0.1412,0.661286,0.0,0.272727,0.44,50,0.0,1312962879.813038,0,ctu13-s1,benign,147.32.84.59->88.86.120.78
0.943712,0.042257,0.999942,-0.028959,-0.838292,2.466231,0.2,0.412697,40.0,1.414214,0.666667,0.0,2.584963,1.0,0.0,0.108333,0.553265,0.0,0.5,0.666667,6,0.0,1312970001.233028,0,ctu13-s1,benign,147.32.84.59->88.86.120.78
3.463546,0.553453,0.986815,0.551926,-0.090769,3207.856389,0.076923,0.344713,3961.7857,0.401845,0.0,0.0,3.807355,1.0,0.0,0.133571,0.676605,0.142857,0.0,1.0,14,0.0,1312962879.876938,0,ctu13-s1,benign,147.32.85.112->74.125.232.194
3.407526,0.078642,0.963806,0.546231,-0.049684,26.089261,0.061224,0.820253,0.0,0.0,0.98,0.0,4.996566,0.74,0.0,0.4639,0.703779,0.08,0.384615,0.26,50,0.0,1312962880.143059,0,ctu13-s1,benign,147.32.84.59->77.75.77.86
2.132663,0.527675,0.999067,0.361565,0.352155,8.422493,0.0,0.875548,20.7872,5.800937,0.93617,0.0,4.90023,0.787234,0.0,0.485213,0.705843,0.021277,0.4,0.425532,47,0.0,1312970606.945188,0,ctu13-s1,benign,147.32.84.59->77.75.77.86
1.868944,0.591029,1.0,0.302879,-0.0325,57.333803,0.103448,0.882315,50.7333,4.482481,0.9,0.0,4.773557,0.933333,0.0,0.1085,0.614749,0.033333,0.5,0.066667,30,0.0,1312962880.726266,0,ctu13-s1,benign,147.32.86.172->174.140.154.24
4.399572,0.994108,0.90761,0.6296,0.449307,13849.43233,0.022222,0.669456,165.1087,3.819298,0.913043,0.0,5.436605,0.956522,0.0,0.251304,0.765417,0.0,0.4,0.108696,46,0.0,1312962880.929963,0,ctu13-s1,benign,147.32.86.134->2.20.182.40
1.542942,0.537729,0.849039,0.213509,0.042792,10.36588,0.111111,0.875097,208.8571,3.155251,0.821429,0.0,4.664498,0.928571,0.0,0.101607,0.603568,0.0,0.0,0.142857,28,0.0,1312962881.130786,0,ctu13-s1,benign,147.32.86.172->85.17.136.179
1.591685,0.966712,0.968678,0.228301,-0.532619,107.00225,0.2,0.69897,16839.6667,2.16591,0.0,0.0,2.584963,1.0,0.0,0.4825,0.778276,0.666667,0.5,1.0,6,0.0,1312962881.711492,0,ctu13-s1,benign,147.32.85.112->209.85.148.147
2.314987,0.638823,0.950116,0.396679,-0.205556,95.056517,0.142857,0.759089,37143.625,1.286506,0.25,0.0,3.0,1.0,0.0,0.996875,0.803551,0.375,0.0,1.0,8,0.0,1312962881.745373,0,ctu13-s1,benign,147.32.85.112->209.85.148.106
1.413922,0.999873,0.631186,0.171473,-1.0,7968.378062,0.333333,0.276435,352.0,1.0,0.5,0.0,1.5,0.75,0.0,0.0625,0.494013,1.0,0.0,0.5,4,0.0,1312962886.079214,0,ctu13-s1,benign,173.11.97.115->147.32.84.2
1.078787,0.011476,0.9999,0.0379,-0.840292,3.537215,0.040816,0.362709,165.3,1.020036,0.94,0.0,2.202292,0.12,0.0,0.1375,0.675044,1.0,0.961538,0.52,50,0.0,1312962888.928894,0,ctu13-s1,benign,147.32.85.89->195.113.232.90
0.918128,0.306998,0.992127,-0.042683,-1.0,2.290618,0.333333,0.477121,234.0,0.58041,0.0,0.0,2.0,1.0,0.0,0.2325,0.655854,1.0,1.0,0.75,4,0.0,1312962890.632257,0,ctu13-s1,benign,65.52.110.19->147.32.87.36
3.042728,0.950366,0.999951,0.505285,-0.061198,546.067198,0.074074,0.845701,0.0,0.0,0.964286,0.0,4.735926,0.964286,0.0,0.129286,0.639347,0.0,1.0,0.035714,28,0.0,1312962891.355231,0,ctu13-s1,benign,147.32.84.123->88.86.120.22
2.217742,0.509508,0.993458,0.378446,-0.199017,62.80242,0.0,0.931107,0.0,0.0,0.933333,0.0,3.589898,0.866667,0.0,0.700333,0.720137,0.0,0.0,0.133333,15,0.0,1312962891.468307,0,ctu13-s1,benign,147.32.84.123->77.75.77.86
0.665558,0.383115,0.700524,-0.200799,0.291659,1.936018,0.25,0.648912,471.0,0.0,0.888889,0.243644,0.0,0.111111,1.0,0.005,0.0,1.0,0.0,1.0,9,0.0,1312962891.593801,0,ctu13-s1,benign,147.32.84.59->85.13.204.99
0.998405,0.55459,0.939598,-0.000798,0.058332,4.881221,0.176471,0.720136,471.4286,0.00105,0.942857,0.267493,1.104099,0.2,0.828571,0.101,0.155844,1.0,0.0,1.0,35,0.0,1312962891.742161,0,ctu13-s1,benign,147.32.84.59->149.5.128.169
2.133389,0.429497,0.999974,0.361714,0.021952,19.830092,0.0,0.850562,139318.3939,2.342664,0.424242,0.000271,2.298749,0.272727,0.030303,0.827121,0.807783,1.0,0.030303,1.0,33,0.0,1312962898.882053,0,ctu13-s1,benign,147.32.86.208->209.85.148.105
2.186297,0.566303,0.999534,0.372312,-0.117754,7.000743,0.285714,0.75942,88118.8182,2.698374,0.409091,0.0,2.181899,0.409091,0.0,0.844091,0.809191,0.863636,0.0,1.0,22,0.0,1312962898.921251,0,ctu13-s1,benign,147.32.86.208->209.85.148.104
3.223264,0.432823,0.986409,0.526433,-0.079407,13.72706,0.09375,0.805984,80.1515,2.195122,0.757576,0.038835,5.044394,1.0,0.030303,1.0,0.832854,0.181818,0.030303,1.0,33,0.0,1312962899.157092,0,ctu13-s1,benign,147.32.84.25->74.125.232.202
3.161444,0.659936,0.661983,0.519398,-0.111086,4.930466,0.181818,0.486823,957.0,1.818073,0.0,0.0,3.584963,1.0,0.0,0.3675,0.829366,1.0,0.0,1.0,12,0.0,1312962900.794923,0,ctu13-s1,benign,147.32.84.25->209.85.149.100
2.361824,0.60772,0.999947,0.405085,-0.170358,1532.247428,0.222222,0.820451,0.0,0.0,0.9,0.0,1.970951,0.4,0.0,0.126,0.644096,0.0,0.0,0.0,10,0.0,1312962901.606103,0,ctu13-s1,benign,147.32.84.59->88.86.120.202
