raw_label,class,is_background_derived,unmapped_label,occurrence_count,scenarios_seen_in
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-22,1.0,False,,38,9
flow=From-Botnet-V42-TCP-CC1-HTTP-Not-Encrypted,1.0,False,,37,1
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-yieldmanager-9,1.0,False,,37,9
flow=From-Botnet-V50-3-TCP-Established-SSL-To-Microsoft-3,1.0,False,,37,9
flow=From-Botnet-V50-8-TCP-Established-SSL-To-Microsoft-3,1.0,False,,37,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-21,1.0,False,,36,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-22,1.0,False,,36,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-34,1.0,False,,36,9
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-25,1.0,False,,36,13
flow=From-Botnet-V50-10-TCP-HTTP-Google-Net-Established-6,1.0,False,,35,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-34,1.0,False,,35,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-44,1.0,False,,35,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-34,1.0,False,,35,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-12,1.0,False,,35,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-10,1.0,False,,35,9
flow=From-Botnet-V50-9-TCP-Established-SSL-To-Microsoft-3,1.0,False,,35,9
flow=From-Botnet-V54-TCP-Established-SSL-To-Microsoft-3,1.0,False,,35,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-55,1.0,False,,35,13
flow=From-Botnet-V50-1-TCP-Established-SPAM,1.0,False,,34,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-61,1.0,False,,34,9
flow=From-Botnet-V50-4-TCP-Established-SSL-To-Microsoft-3,1.0,False,,34,9
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-44,1.0,False,,34,13
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-32,1.0,False,,33,2
flow=From-Botnet-V43-TCP-Established-SPAM,1.0,False,,33,2
flow=From-Botnet-V50-1-TCP-CC1-HTTP-Not-Encrypted,1.0,False,,33,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-20,1.0,False,,33,9
flow=From-Botnet-V50-3-TCP-Established-SSL-To-Microsoft-5,1.0,False,,33,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-22,1.0,False,,33,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-22,1.0,False,,33,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-55,1.0,False,,33,9
flow=From-Botnet-V50-9-TCP-Established-SSL-To-Microsoft-5,1.0,False,,33,9
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-20,1.0,False,,32,1
flow=From-Botnet-V43-TCP-Established,1.0,False,,32,2
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-55,1.0,False,,32,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-22,1.0,False,,32,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Adobe-4,1.0,False,,32,9
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-18,1.0,False,,31,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-21,1.0,False,,31,1
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-44,1.0,False,,31,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-41,1.0,False,,31,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-22,1.0,False,,31,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-12,1.0,False,,31,9
flow=From-Botnet-V50-8-TCP-Established-SSL-To-Microsoft-1,1.0,False,,31,9
flow=From-Botnet-V43-TCP-HTTP-Google-Net-Established-6,1.0,False,,30,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-yieldmanager-9,1.0,False,,30,2
flow=From-Botnet-V43-TCP-CC1-HTTP-Not-Encrypted,1.0,False,,30,2
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-1,1.0,False,,30,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-18,1.0,False,,30,9
flow=From-Botnet-V50-5-TCP-Established-SSL-To-Microsoft-3,1.0,False,,30,9
flow=From-Botnet-V54-TCP-CC6-Plain-HTTP-Encrypted-Data,1.0,False,,30,13
flow=From-Botnet-V54-TCP-Established-SSL-To-Microsoft-4,1.0,False,,30,13
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-15,1.0,False,,29,1
flow=From-Botnet-V47-UDP-DNS,1.0,False,,29,6
flow=From-Botnet-V50-6-TCP-HTTP-Google-Net-Established-6,1.0,False,,29,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-15,1.0,False,,29,9
flow=From-Botnet-V50-1-TCP-Established-SSL-To-Microsoft-5,1.0,False,,29,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-45,1.0,False,,29,9
flow=From-Botnet-V50-2-TCP-Established-SSL-To-Microsoft-4,1.0,False,,29,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-3,1.0,False,,29,9
flow=From-Botnet-V50-10-TCP-Established-SSL-To-Microsoft-1,1.0,False,,29,9
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-55,1.0,False,,28,1
flow=From-Botnet-V50-5-TCP-HTTP-Google-Net-Established-6,1.0,False,,28,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-55,1.0,False,,28,9
flow=From-Botnet-V50-10-TCP-Established-SPAM,1.0,False,,28,9
flow=From-Botnet-V50-8-TCP-CC1-HTTP-Not-Encrypted,1.0,False,,28,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-25,1.0,False,,28,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-45,1.0,False,,28,9
flow=From-Botnet-V50-8-TCP-Established-SSL-To-Microsoft-5,1.0,False,,28,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-1,1.0,False,,27,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-yieldmanager-8,1.0,False,,27,9
flow=From-Botnet-V50-10-TCP-CC1-HTTP-Not-Encrypted,1.0,False,,27,9
flow=From-Botnet-V50-10-TCP-Established-SSL-To-Microsoft-4,1.0,False,,27,9
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-yieldmanager-9,1.0,False,,26,1
flow=From-Botnet-V43-TCP-WEB-Established-SSL,1.0,False,,26,2
flow=From-Botnet-V50-2-TCP-HTTP-Google-Net-Established-6,1.0,False,,26,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-15,1.0,False,,26,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-1,1.0,False,,26,9
flow=From-Botnet-V50-5-TCP-CC1-HTTP-Not-Encrypted,1.0,False,,26,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-15,1.0,False,,26,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-1,1.0,False,,26,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-24,1.0,False,,26,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-yieldmanager-9,1.0,False,,26,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-16,1.0,False,,25,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-61,1.0,False,,25,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-15,1.0,False,,25,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-25,1.0,False,,25,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-15,1.0,False,,25,9
flow=From-Botnet-V50-6-TCP-Established-SSL-To-Microsoft-3,1.0,False,,25,9
flow=From-Botnet-V54-TCP-Established-SSL-To-Microsoft-5,1.0,False,,25,13
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-20,1.0,False,,24,2
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-37,1.0,False,,24,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-62,1.0,False,,24,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-yieldmanager-9,1.0,False,,24,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-yieldmanager-9,1.0,False,,24,9
flow=From-Botnet-V50-6-TCP-CC1-HTTP-Not-Encrypted,1.0,False,,24,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-3,1.0,False,,24,9
flow=From-Botnet-V50-6-TCP-Established-SSL-To-Microsoft-5,1.0,False,,24,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-18,1.0,False,,24,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-22,1.0,False,,24,9
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-61,1.0,False,,24,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-12,1.0,False,,24,13
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-44,1.0,False,,23,1
flow=From-Botnet-V50-1-TCP-HTTP-Google-Net-Established-6,1.0,False,,23,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-3,1.0,False,,23,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-yieldmanager-9,1.0,False,,23,9
flow=From-Botnet-V50-2-TCP-CC1-HTTP-Not-Encrypted,1.0,False,,23,9
flow=From-Botnet-V50-2-TCP-Established-SPAM,1.0,False,,23,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-10,1.0,False,,23,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-41,1.0,False,,23,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-25,1.0,False,,23,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-45,1.0,False,,23,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-24,1.0,False,,23,9
flow=From-Botnet-V49-TCP-WEB-Established,1.0,False,,22,8
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-yieldmanager-8,1.0,False,,22,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-15,1.0,False,,22,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-1,1.0,False,,22,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-3,1.0,False,,22,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-1,1.0,False,,22,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-15,1.0,False,,22,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-1,1.0,False,,22,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-32,1.0,False,,22,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-24,1.0,False,,22,9
flow=From-Botnet-V50-6-TCP-Established-SSL-To-Microsoft-4,1.0,False,,22,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-30,1.0,False,,22,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-62,1.0,False,,22,9
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-37,1.0,False,,21,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-30,1.0,False,,21,1
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-15,1.0,False,,21,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-18,1.0,False,,21,2
flow=From-Botnet-V44-ICMP,1.0,False,,21,3
flow=From-Botnet-V46-TCP-Established-HTTP-To-Microsoft-6,1.0,False,,21,5
flow=From-Botnet-V48-UDP-DNS,1.0,False,,21,7
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-30,1.0,False,,21,9
flow=From-Botnet-V50-3-TCP-CC1-HTTP-Not-Encrypted,1.0,False,,21,9
flow=From-Botnet-V50-4-TCP-CC1-HTTP-Not-Encrypted,1.0,False,,21,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-15,1.0,False,,21,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-55,1.0,False,,21,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-1,1.0,False,,21,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-18,1.0,False,,21,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-21,1.0,False,,21,9
flow=From-Botnet-V50-4-TCP-Established-SPAM,1.0,False,,21,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-55,1.0,False,,21,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-48,1.0,False,,21,9
flow=From-Botnet-V50-6-TCP-Established-SPAM,1.0,False,,21,9
flow=From-Botnet-V50-7-TCP-Established-SPAM,1.0,False,,21,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-61,1.0,False,,21,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-34,1.0,False,,21,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-41,1.0,False,,21,9
flow=From-Botnet-V50-10-TCP-Established-SSL-To-Microsoft-6,1.0,False,,21,9
flow=From-Botnet-V50-1-TCP-Established-SSL-To-Microsoft-2,1.0,False,,21,9
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-36,1.0,False,,20,2
flow=From-Botnet-V50-9-TCP-HTTP-Google-Net-Established-6,1.0,False,,20,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-23,1.0,False,,20,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-58,1.0,False,,20,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-10,1.0,False,,20,9
flow=From-Botnet-V50-3-TCP-Established-SPAM,1.0,False,,20,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-61,1.0,False,,20,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Adobe-4,1.0,False,,20,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-61,1.0,False,,20,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-10,1.0,False,,20,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-45,1.0,False,,20,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-15,1.0,False,,20,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-20,1.0,False,,20,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-62,1.0,False,,20,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-1,1.0,False,,20,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-48,1.0,False,,20,9
flow=From-Botnet-V50-1-TCP-Established-SSL-To-Microsoft-3,1.0,False,,20,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-yieldmanager-9,1.0,False,,20,9
flow=From-Botnet-V50-9-TCP-CC1-HTTP-Not-Encrypted,1.0,False,,20,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-61,1.0,False,,20,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-45,1.0,False,,20,9
flow=From-Botnet-V50-5-TCP-Established-Custom-Encryption-1,1.0,False,,20,9
flow=From-Botnet-V46-TCP-Attempt-SPAM,1.0,False,,19,5
flow=From-Botnet-V46-TCP-Established-SPAM,1.0,False,,19,5
flow=From-Botnet-V48-TCP-CC108-Plain-HTTP,1.0,False,,19,7
flow=From-Botnet-V49-UDP-Established,1.0,False,,19,8
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-20,1.0,False,,19,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-yieldmanager-8,1.0,False,,19,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-16,1.0,False,,19,9
flow=From-Botnet-V50-5-TCP-Established-SPAM,1.0,False,,19,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-3,1.0,False,,19,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-15,1.0,False,,19,9
flow=From-Botnet-V50-8-TCP-Established-SPAM,1.0,False,,19,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-55,1.0,False,,19,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-33,1.0,False,,19,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-44,1.0,False,,19,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-33,1.0,False,,19,9
flow=From-Botnet-V54-TCP-Established-SSL-To-Microsoft-2,1.0,False,,19,13
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-12,1.0,False,,18,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-18,1.0,False,,18,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Adobe-4,1.0,False,,18,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-61,1.0,False,,18,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-32,1.0,False,,18,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-yieldmanager-8,1.0,False,,18,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-24,1.0,False,,18,9
flow=From-Botnet-V50-4-TCP-Established-SSL-To-Microsoft-4,1.0,False,,18,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-18,1.0,False,,18,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-16,1.0,False,,18,9
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-37,1.0,False,,17,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-1,1.0,False,,17,2
flow=From-Botnet-V46-TCP-HTTP-Google-Net-Established-2,1.0,False,,17,5
flow=From-Botnet-V46-TCP-Established-Custom-Encryption-1,1.0,False,,17,5
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-17,1.0,False,,17,9
flow=From-Botnet-V50-1-TCP-Established-SSL-To-Microsoft-4,1.0,False,,17,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-12,1.0,False,,17,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-yieldmanager-9,1.0,False,,17,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-yieldmanager-8,1.0,False,,17,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-12,1.0,False,,17,9
flow=From-Botnet-V50-9-TCP-Established-SSL-To-Microsoft-4,1.0,False,,17,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-34,1.0,False,,17,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-1,1.0,False,,17,9
flow=From-Botnet-V50-3-TCP-Established-SSL-To-Microsoft-2,1.0,False,,17,9
flow=From-Botnet-V50-8-TCP-Established-SSL-To-Microsoft-4,1.0,False,,17,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-12,1.0,False,,17,9
flow=From-Botnet-V50-9-TCP-Established-SSL-To-Microsoft-1,1.0,False,,17,9
flow=From-Botnet-V50-8-TCP-Established-SSL-To-Microsoft-6,1.0,False,,17,9
flow=From-Botnet-V51-8-UDP-DNS,1.0,False,,17,10
flow=From-Botnet-V51-1-UDP-CC108-Established-P2P-Not-Encrypted-1,1.0,False,,17,12
flow=From-Botnet-V54-TCP-Established-SSL-To-Microsoft-1,1.0,False,,17,13
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-16,1.0,False,,16,1
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-44,1.0,False,,16,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-16,1.0,False,,16,2
flow=From-Botnet-V43-TCP-Established-SSL-To-Microsoft-4,1.0,False,,16,2
flow=From-Botnet-V46-TCP-Established-SSL-To-Microsoft-6,1.0,False,,16,5
flow=From-Botnet-V49-TCP-CC75-HTTP-Custom-Port-Not-Encrypted-Non-Periodic,1.0,False,,16,8
flow=From-Botnet-V50-7-TCP-HTTP-Google-Net-Established-6,1.0,False,,16,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-40,1.0,False,,16,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-32,1.0,False,,16,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-61,1.0,False,,16,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-61,1.0,False,,16,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-32,1.0,False,,16,9
flow=From-Botnet-V50-6-TCP-Established-Custom-Encryption-7,1.0,False,,16,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-10,1.0,False,,16,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-41,1.0,False,,16,9
flow=From-Botnet-V50-9-UDP-Attempt-DNS,1.0,False,,16,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-20,1.0,False,,16,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-47,1.0,False,,16,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-48,1.0,False,,16,9
flow=From-Botnet-V50-5-TCP-Established-SSL-To-Microsoft-5,1.0,False,,16,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-yieldmanager-8,1.0,False,,16,9
flow=From-Botnet-V50-2-TCP-Established-Custom-Encryption-1,1.0,False,,16,9
flow=From-Botnet-V50-4-TCP-Established-Custom-Encryption-1,1.0,False,,16,9
flow=From-Botnet-V50-2-TCP-Established-SSL-To-Microsoft-2,1.0,False,,16,9
flow=From-Botnet-V50-8-TCP-Established-SSL-To-Microsoft-2,1.0,False,,16,9
flow=From-Botnet-V50-1-TCP-Established-SSL-To-Microsoft-1,1.0,False,,16,9
flow=From-Botnet-V51-6-UDP-Attempt,1.0,False,,16,10
flow=From-Botnet-V51-9-UDP-Attempt,1.0,False,,16,10
flow=From-Botnet-V51-10-UDP-DNS,1.0,False,,16,10
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-40,1.0,False,,15,1
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-40,1.0,False,,15,2
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-41,1.0,False,,15,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-44,1.0,False,,15,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-44,1.0,False,,15,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-10,1.0,False,,15,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-24,1.0,False,,15,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-30,1.0,False,,15,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-7,1.0,False,,15,9
flow=From-Botnet-V50-9-TCP-Established-SPAM,1.0,False,,15,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-yieldmanager-9,1.0,False,,15,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-yieldmanager-8,1.0,False,,15,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-25,1.0,False,,15,9
flow=From-Botnet-V51-4-UDP-DNS,1.0,False,,15,10
flow=From-Botnet-V51-8-UDP-Attempt,1.0,False,,15,10
flow=From-Botnet-V54-TCP-CC5-Plain-HTTP-Encrypted-Data,1.0,False,,15,13
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-32,1.0,False,,14,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-3,1.0,False,,14,1
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-46,1.0,False,,14,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-61,1.0,False,,14,2
flow=From-Botnet-V50-1-TCP-CC6-Plain-HTTP-Encrypted-Data,1.0,False,,14,9
flow=From-Botnet-V50-2-TCP-CC6-Plain-HTTP-Encrypted-Data,1.0,False,,14,9
flow=From-Botnet-V50-3-TCP-CC6-Plain-HTTP-Encrypted-Data,1.0,False,,14,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-40,1.0,False,,14,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-32,1.0,False,,14,9
flow=From-Botnet-V50-4-TCP-CC6-Plain-HTTP-Encrypted-Data,1.0,False,,14,9
flow=From-Botnet-V50-5-TCP-CC6-Plain-HTTP-Encrypted-Data,1.0,False,,14,9
flow=From-Botnet-V50-3-TCP-Established-SSL-To-Microsoft-4,1.0,False,,14,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-44,1.0,False,,14,9
flow=From-Botnet-V50-6-TCP-CC6-Plain-HTTP-Encrypted-Data,1.0,False,,14,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-32,1.0,False,,14,9
flow=From-Botnet-V50-7-TCP-CC6-Plain-HTTP-Encrypted-Data,1.0,False,,14,9
flow=From-Botnet-V50-8-TCP-CC6-Plain-HTTP-Encrypted-Data,1.0,False,,14,9
flow=From-Botnet-V50-9-TCP-CC6-Plain-HTTP-Encrypted-Data,1.0,False,,14,9
flow=From-Botnet-V50-10-TCP-CC6-Plain-HTTP-Encrypted-Data,1.0,False,,14,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-3,1.0,False,,14,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-32,1.0,False,,14,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-yieldmanager-8,1.0,False,,14,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-37,1.0,False,,14,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-3,1.0,False,,14,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-52,1.0,False,,14,9
flow=From-Botnet-V51-4-UDP-Attempt,1.0,False,,14,10
flow=From-Botnet-V51-5-UDP-DNS,1.0,False,,14,10
flow=From-Botnet-V51-6-UDP-DNS,1.0,False,,14,10
flow=From-Botnet-V51-7-UDP-DNS,1.0,False,,14,10
flow=From-Botnet-V51-9-UDP-DNS,1.0,False,,14,10
flow=From-Botnet-V42-TCP-Established-SSL-To-Microsoft-4,1.0,False,,13,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-10,1.0,False,,13,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-61,1.0,False,,13,1
flow=From-Botnet-V46-TCP-Established-HTTP-Ad-46,1.0,False,,13,5
flow=From-Botnet-V46-TCP-Established-SSL-To-Microsoft-7,1.0,False,,13,5
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-24,1.0,False,,13,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-49,1.0,False,,13,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-32,1.0,False,,13,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-40,1.0,False,,13,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-23,1.0,False,,13,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-23,1.0,False,,13,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-11,1.0,False,,13,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-33,1.0,False,,13,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-44,1.0,False,,13,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-62,1.0,False,,13,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-21,1.0,False,,13,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-34,1.0,False,,13,9
flow=From-Botnet-V50-7-TCP-Established-SSL-To-Microsoft-5,1.0,False,,13,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-61,1.0,False,,13,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-62,1.0,False,,13,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-28,1.0,False,,13,9
